Year,DBN,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School
2020,30Q141,5,80,21,15,11.2,9.4,65,8.9,7.4
2020,30Q145,4,118,25,36,15.7,14.5,82,11.9,11
2020,30Q148,3,61,36,*,,,*,,
2020,30Q149,4,69,15,7,18.6,16.1,62,14.6,12.2
2020,30Q150,4,67,16,5,18.9,13.3,62,11.9,9.7
2020,30Q151,3,33,23,*,,,*,,
2020,30Q152,4,64,22,*,,,*,,
2020,30Q166,3,60,15,*,,,*,,
2020,30Q171,2,39,15,6,5.2,5.1,33,14.3,14.1
2020,30Q204,2,47,10,14,6.4,4.6,33,9.3,7.8
2020,30Q212,3,51,27,*,,,*,,
2020,30Q222,2,19,7,*,,,*,,
2020,30Q227,5,93,35,29,11.5,11.3,64,14.4,12.8
2020,30Q228,2,25,11,*,,,*,,
2020,30Q230,4,89,15,24,10.6,6.3,65,9.4,6.9
2020,30Q234,3,34,25,6,16.6,7.1,28,16.1,10.9
2020,30Q235,1,9,2,*,,,*,,
2020,30Q280,2,45,8,5,13.5,6.6,40,9.2,4.9
2020,30Q286,2,38,4,9,6.4,5.7,29,7.2,3.6
2020,30Q291,3,33,8,11,5.5,3.9,22,7.7,4
2020,30Q300,3,29,10,8,8.8,2.7,21,3.4,1.9
2020,30Q329,2,39,11,*,,,*,,
2020,30Q361,2,31,7,*,,,*,,
2020,30Q384,1,6,3,*,,,*,,
2020,30Q398,1,11,4,*,,,*,,
2020,31R001,2,37,21,*,,,*,,
2020,31R002,4,79,26,12,7.4,5.5,67,12.4,9.7
2020,31R003,3,47,49,5,8,7.8,42,15.7,11.8
2020,31R004,3,87,40,*,,,*,,
2020,31R005,2,23,22,*,,,*,,
2020,31R006,2,55,59,*,,,*,,
2020,31R007,5,76,47,15,15.2,11.5,61,12.5,9.2
2020,31R008,3,32,32,6,14.3,7,26,11.4,9.1
2020,31R009,2,35,16,*,,,*,,
2020,31R010,2,21,13,*,,,*,,
2020,31R011,2,27,14,*,,,*,,
2020,31R013,4,68,41,9,7,4.7,59,13.6,10.8
2020,31R016,3,42,29,*,,,*,,
2020,31R018,2,44,26,6,16.1,10.2,38,16.2,13.9
2020,31R019,3,47,34,*,,,*,,
2020,31R020,2,43,22,*,,,*,,
2020,31R021,3,37,20,*,,,*,,
2020,31R022,4,78,49,5,15.8,12.1,73,14.5,9.7
2020,31R023,2,46,33,*,,,*,,
2020,71M157,2,26,6,16,3,1.4,10,4.6,2
2020,31R024,5,109,71,18,14,10.8,91,14,12.4
2020,31R026,2,27,7,*,,,*,,
2020,31R027,5,74,32,19,15.3,12.1,55,14.2,10.8
2020,31R028,1,32,8,11,7.3,2.2,21,7.1,2.5
2020,31R029,3,44,39,10,12.7,8.6,34,11.7,10
2020,31R030,3,61,38,5,13.8,7.8,56,14.4,12.4
2020,31R031,2,41,30,*,,,*,,
2020,31R032,3,45,34,5,8,6.6,40,15.6,12.7
2020,31R034,5,79,44,10,15.4,13.7,69,10.9,9
2020,31R035,1,25,18,*,,,*,,
2020,31R036,3,62,61,7,15.8,11.2,55,13.3,9.5
2020,31R038,2,33,16,*,,,*,,
2020,31R039,3,40,17,*,,,*,,
2020,31R041,3,48,23,*,,,*,,
2020,31R042,4,73,40,*,,,*,,
2020,31R044,4,63,41,6,14.8,9.6,57,14.4,11.7
2020,31R045,4,57,32,*,,,*,,
2020,31R046,2,24,16,*,,,*,,
2020,31R048,3,65,51,7,13.1,4.9,58,12.4,6.8
2020,31R049,3,53,18,15,12.1,9.7,38,10.7,8.6
2020,31R050,3,52,34,*,,,*,,
2020,31R051,4,99,37,26,13.3,9.7,73,13.4,9.1
2020,31R052,3,47,29,5,3.6,3.2,42,12.8,9.4
2020,31R053,3,55,38,*,,,*,,
2020,31R054,2,61,38,*,,,*,,
2020,31R055,2,44,35,*,,,*,,
2020,31R056,3,47,37,*,,,*,,
2020,31R057,3,53,31,*,,,*,,
2020,31R058,3,55,55,*,,,*,,
2020,31R059,2,27,14,*,,,*,,
2020,31R060,3,61,30,5,14.7,14,56,14.8,12.4
2020,31R061,5,81,31,14,13.3,9.4,67,12.6,11.1
2020,31R062,1,27,17,*,,,*,,
2020,31R063,1,35,5,5,9.6,7.1,30,9.7,6.3
2020,31R065,2,33,30,*,,,*,,
2020,31R068,1,22,15,*,,,*,,
2020,31R069,5,100,44,6,10,7.1,94,10.2,7.6
2020,31R072,5,123,62,32,11.2,8.2,91,12.6,9.2
2020,31R074,2,28,15,*,,,*,,
2020,31R075,5,115,62,28,12.1,11,87,11.6,9.1
2020,31R078,3,69,43,10,9,2.7,59,11.1,4.5
2020,31R861,3,66,43,10,12.1,7.6,56,11.3,6.2
2020,32K045,2,49,21,6,8.5,4.3,43,11.5,9.5
2020,32K075,2,30,11,*,,,*,,
2020,32K086,2,36,16,5,17.8,17,31,11.4,9.9
2020,32K106,3,41,17,5,11,10.7,36,10.8,8.9
2020,32K116,3,32,22,*,,,*,,
2020,32K123,2,50,19,*,,,*,,
2020,32K145,3,43,27,*,,,*,,
2020,32K151,1,31,11,*,,,*,,
2020,32K162,3,32,8,8,7.1,6.5,24,8.1,6.3
2020,32K274,3,29,15,*,,,*,,
2020,32K291,2,33,10,12,7.7,4.2,21,15.4,12.7
2020,32K299,2,18,11,*,,,*,,
2020,32K347,3,25,14,6,18.8,11.7,19,11.3,9.2
2020,32K349,2,28,11,8,15,13.5,20,6.8,5.1
2020,32K376,3,36,13,5,18.3,9,31,7.6,4.3
2020,32K377,1,15,14,*,,,*,,
2020,32K383,5,66,17,15,12.2,8.8,51,10.1,8
2020,32K384,2,44,23,5,15.6,15.3,39,11.9,10.1
2020,32K562,3,36,11,11,4.7,2.9,25,9.5,2.9
2020,71M047,3,25,4,9,3.8,2,16,6.5,5.3
2020,71M135,3,23,3,7,6.8,3.9,16,6.4,2.2
2020,71M139,3,39,12,17,6,2.8,22,5.1,2.9
2020,71M148,3,36,8,22,6.3,1.7,14,7.2,2
2020,71M211,3,35,11,15,7.8,2.2,20,6.9,2.2
2020,71M280,3,35,6,14,5.1,2.2,21,6,2.1
2020,71M282,2,33,6,17,5.2,2.4,16,4.2,1.6
2020,71M285,2,17,5,6,16,7.6,11,16.3,5
2020,71M288,2,29,6,16,11.5,6.8,13,9.3,6.1
2020,71M292,2,20,5,12,8.4,4.7,8,7.3,2.8
2020,71M294,2,26,3,8,9.5,6.4,18,11.3,8.1
2020,71M296,2,27,7,10,10.3,6.7,17,10.4,6.9
2020,71M298,4,42,5,20,11,6.5,22,10.2,5.6
2020,71M299,2,25,6,10,11.6,6.4,15,8.6,3.1
2020,71M300,2,22,5,9,6.1,4.5,13,5.5,3.9
2020,71M303,3,30,8,11,6.1,4.6,19,7.7,4.4
2020,71M304,3,17,8,7,7.6,2.9,10,8.4,2
2020,71M305,3,24,7,12,6.2,2.6,12,6.2,3.2
2020,71M307,3,28,10,13,6.7,5.6,15,6.5,4.1
2020,71M308,2,23,7,9,7.6,5,14,5.9,4.7
2020,71M310,3,11,1,*,,,*,,
2020,71M313,2,20,6,8,11.4,8.6,12,8.5,4.9
2020,71M316,1,14,3,*,,,*,,
2020,71M369,3,25,8,9,4.5,2.8,16,7.4,3.7
2020,71M374,2,30,6,14,10.1,4.7,16,8.1,4.5
2020,71M376,2,35,4,14,8.4,5,21,8.8,4.4
2020,71M392,2,31,3,16,8.3,4.5,15,5.9,3.3
2020,71M393,3,35,8,16,8.4,3.3,19,8,3.9
2020,71M394,3,19,4,7,7.4,3.7,12,7.8,2.8
2020,71M399,3,19,6,9,7.4,4.1,10,9.5,3.4
2020,71M400,6,70,10,25,10.1,7.1,45,8.8,5.3
2020,71M402,2,28,10,12,5.6,3.9,16,3.4,2.2
2020,71M403,3,32,4,14,8.5,4.5,18,10.9,4
2020,71M404,2,14,2,5,6.8,4.2,9,7.3,5.4
2020,71M407,2,30,5,13,8.9,7.8,17,5.9,4.6
2020,71M408,3,28,3,13,14.8,10,15,8.6,6.2
2020,71M411,3,27,5,8,8.6,6.7,19,7.1,5.2
2020,71M412,3,43,13,14,10.9,6.4,29,13.6,7.8
2020,71M414,3,30,5,10,9.6,3.5,20,8.9,3.5
2020,71M415,4,35,8,6,6.7,3.9,29,9.9,5.1
2020,71M416,3,31,4,14,11.9,7.9,17,10.2,7.3
2020,71M417,3,24,5,7,5.6,3,17,7.6,4.3
2020,71M418,3,39,3,10,11.5,7.6,29,9.4,6.7
2020,71M419,3,23,6,10,9.5,7,13,5.7,3.9
2020,71M420,9,96,20,41,13.2,10.2,55,10.1,7.4
2020,71M423,1,19,5,8,8.4,3.4,11,11.9,4
2020,71M425,3,27,6,14,10.3,5.3,13,12.4,8.8
2020,71M427,3,16,4,6,12.8,6.7,10,8.3,5.2
2020,71M432,2,25,6,11,7.2,4.5,14,6.9,4.2
2020,71M435,8,90,19,33,13.2,9.3,57,6.1,4.2
2020,71M437,3,31,11,16,6.6,4,15,7.5,3.4
2020,71M438,2,26,6,11,13.1,6.7,15,6.8,4.9
2020,71M439,2,29,3,16,7.2,5.9,13,9,5.8
2020,71M448,3,32,12,17,3.9,2.5,15,8.4,5.7
2020,71M449,1,32,4,11,12.5,9.4,21,13.1,9
2020,71M450,3,52,14,12,11.2,7.9,40,9.9,8.5
2020,71M458,2,16,3,7,7.8,3.4,9,8.6,3
2020,71M459,2,22,6,9,8,6.4,13,9.9,7.5
2020,71M462,4,26,11,15,10,6.7,11,9.4,6.5
2020,71M463,4,26,7,13,11.8,7.4,13,6.3,5.2
2020,71M467,7,28,17,6,12.4,9.5,22,16.2,11.5
2020,71M468,4,33,5,17,13.7,8.7,16,11.6,5.4
2020,71M475,10,152,33,76,15.4,10.6,76,14.9,11.2
2020,71M479,3,74,13,34,12.6,7.8,40,11.6,6.6
2020,71M485,12,160,19,66,12.3,8.6,94,12.5,8.7
2020,71M489,3,47,7,21,8,6,26,9.8,7
2020,71M492,3,28,6,10,10.9,7.2,18,12.6,9.5
2020,71M494,4,38,12,12,11.3,2.8,26,8.5,2.6
2020,71M495,3,31,4,14,8.9,6.3,17,10.1,6.9
2020,71M499,4,79,15,39,16.7,11,40,13.8,8
2020,71M500,3,17,5,10,4.6,3.7,7,6.5,5.4
2020,71M505,4,37,11,19,12.8,9.2,18,13.5,8.3
2020,71M507,2,35,7,17,7.1,4.9,18,5.6,3.8
2020,71M509,1,10,4,*,,,*,,
2020,71M515,2,33,8,10,11.7,10.5,23,9.4,8.2
2020,71M519,3,37,5,15,9.2,5.8,22,8.9,4.9
2020,71M520,0,13,6,8,17.3,11.2,5,10.4,6.6
2020,71M529,2,29,3,10,9.7,5.3,19,8,2.6
2020,71M531,3,16,4,6,4.5,2.3,10,7.3,2.1
2020,71M533,3,30,5,17,5.3,3.2,13,6.1,4.1
2020,71M534,3,33,5,14,6.9,4.4,19,10.2,4
2020,71M539,5,106,17,35,7.5,4.4,71,7,4.2
2020,71M540,9,91,24,45,11,5.2,46,11.7,5.4
2020,71M541,3,26,4,13,12,8.6,13,9.9,6.3
2020,71M542,3,34,6,14,11.7,6.5,20,9.7,5.9
2020,71M543,2,39,4,12,10,6.9,27,7,3.8
2020,71M544,3,17,5,10,14.2,7.1,7,10,4.7
2020,71M545,2,23,4,6,10.2,6.8,17,10.6,7.9
2020,71M550,3,26,7,12,12.1,6.5,14,12.3,8.3
2020,71M551,4,39,9,23,9.1,4.5,16,10,4.5
2020,71M552,4,30,7,12,14.6,10.2,18,12.3,7.9
2020,71M555,3,31,6,9,10.9,9.2,22,9.4,7.5
2020,71M560,4,38,11,14,20.2,9.7,24,12.9,5.8
2020,71M565,1,15,2,*,,,*,,
2020,71M570,2,16,5,5,9.9,3,11,10.3,4.9
2020,71M575,5,40,12,23,11.4,7.4,17,11.2,9.4
2020,71M580,2,26,5,13,18.2,13.6,13,10.9,6.9
2020,71M586,2,10,3,*,,,*,,
2020,71M600,9,101,18,22,10,7.1,79,10.1,6.9
2020,71M605,2,19,4,6,7.9,3,13,9.1,4.9
2020,71M610,2,31,3,7,12.3,9.6,24,7.1,6
2020,71M615,3,34,11,12,11.7,7.7,22,12.1,6.9
2020,71M630,7,94,20,46,9.9,7.3,48,7.6,6.1
2020,71M650,2,13,2,6,7.8,6.2,7,11.7,5.1
2020,71M655,3,32,5,15,8.3,7,17,8.2,6.2
2020,71M670,2,42,7,14,14.2,7.1,28,13.1,7.4
2020,71M680,3,23,4,13,9.4,4.6,10,8.3,4.8
2020,71M692,3,31,7,21,13.8,10.1,10,13.7,7.5
2020,71M696,4,37,6,21,12.9,9.6,16,9.5,5.4
2020,72X213,3,30,6,17,14.8,6.1,13,11,4.9
2020,72X221,5,52,14,25,6.6,5.5,27,6,5
2020,72X227,4,27,9,9,8.1,7,18,9.3,6.1
2020,72X231,4,37,15,18,7.5,4.4,19,7.3,3.6
2020,72X237,2,27,8,14,12.3,6.1,13,8.7,4.7
2020,72X241,4,62,8,32,5.1,4.1,30,3.3,2.8
2020,72X243,4,48,14,17,7.4,6.2,31,9.1,5.4
2020,72X248,3,30,10,14,10.1,2.9,16,6.7,1.7
2020,72X249,2,18,3,8,10.7,4.9,10,11.8,9.9
2020,72X250,3,29,9,11,10.7,6,18,7.8,4.4
2020,72X251,3,27,8,11,8.7,6.8,16,6.6,2.3
2020,72X252,2,28,5,10,5.1,1.9,18,5.8,3.7
2020,72X253,3,22,7,8,11.6,5.9,14,10.5,5.4
2020,72X259,3,43,7,16,5.2,2.5,27,5.4,2.5
2020,72X260,4,31,7,12,9.7,5.4,19,6.9,4.9
2020,72X263,3,25,6,14,5.7,4.1,11,10.5,6.5
2020,72X264,2,37,10,15,7.8,3.8,22,5.9,3.9
2020,72X265,3,29,6,13,10.6,6.1,16,9.7,6.5
2020,72X267,4,47,11,20,7.7,3,27,6.7,4.4
2020,72X268,2,31,9,17,14,6,14,7.9,4.2
2020,72X269,4,53,17,22,6.4,3.2,31,7,4
2020,72X270,3,26,6,11,13.3,5.4,15,11.5,6.7
2020,72X271,3,63,17,24,9.5,5.2,39,6.7,4.7
2020,72X275,4,35,10,21,14.3,8.7,14,10.3,6.9
2020,72X282,2,22,6,7,7.8,3.2,15,12.4,5
2020,72X284,3,24,11,8,14.5,8.4,16,8.9,4.3
2020,72X288,4,34,6,13,9,3.7,21,11,3.4
2020,72X290,3,25,3,7,18.8,11.7,18,9.6,6.1
2020,72X293,4,32,6,16,6.5,4.2,16,8.2,3.9
2020,72X297,4,36,9,15,6.3,4.4,21,7.9,5.5
2020,72X299,3,33,6,15,10.4,6.3,18,8.9,5.9
2020,72X312,3,36,7,9,11.1,7.4,27,10.3,4.6
2020,72X319,1,14,3,5,19.2,10.5,9,16.7,7.6
2020,72X320,3,38,12,18,5.9,2.6,20,6.2,2.6
2020,72X329,2,22,5,6,12.4,7.1,16,5.3,3.7
2020,72X334,3,28,9,14,11.2,7.2,14,7.7,4.1
2020,72X342,3,48,6,22,10.6,5,26,11.8,5.2
2020,72X348,3,27,7,13,9.4,3.5,14,8.9,3.2
2020,72X349,3,35,11,13,6.8,2.7,22,8.4,2.7
2020,72X350,2,25,10,9,6,2.2,16,6.3,2.4
2020,72X351,3,47,11,17,5.9,2.7,30,7,2.2
2020,72X353,3,46,13,13,4.7,2.6,33,4.4,2.7
2020,72X361,2,38,13,8,1.9,1.7,30,4.5,2.6
2020,72X365,2,25,4,12,4.2,2.1,13,4.2,2.9
2020,72X374,3,35,7,15,5.1,3,20,5.7,4.4
2020,72X376,2,35,11,14,11.9,5.8,21,12.1,6
2020,72X377,2,14,2,6,14.5,8.6,8,13.2,6.2
2020,72X379,2,16,3,7,14.4,5.8,9,4.9,4.3
2020,72X381,2,15,2,9,6.2,3,6,6.9,3.6
2020,72X388,2,36,4,17,4.6,2.6,19,7.3,4.2
2020,72X397,3,22,9,*,,,*,,
2020,72X403,4,30,9,15,9.8,4.2,15,9.6,2.5
2020,72X404,2,20,11,10,15.3,10.5,10,10.3,5.8
2020,72X405,6,68,24,24,12.5,11.5,44,8.4,6.6
2020,72X412,3,29,9,12,8.4,5.4,17,9.1,4.5
2020,72X413,4,37,8,17,11.9,7.5,20,8.1,4.1
2020,72X418,4,34,11,14,7.9,4.2,20,10.1,6
2020,72X427,3,25,8,12,7.7,6,13,11.1,6.1
2020,72X432,3,31,9,7,3.2,3,24,2.6,1.9
2020,72X433,3,32,9,16,14.3,7.6,16,11.8,5.8
2020,72X434,2,29,10,15,13.7,7.5,14,13.7,8.9
2020,72X437,2,31,10,16,3.8,1.9,15,3.6,2.8
2020,72X438,4,32,5,11,4.9,2.3,21,4,1.5
2020,72X439,3,33,9,18,9.2,5.4,15,10.9,7.6
2020,72X440,8,83,15,35,7.6,5.1,48,5.2,3.9
2020,72X442,3,32,10,14,9.7,6.1,18,11.4,8.7
2020,72X445,10,137,24,71,10.7,8.3,66,9,7.4
2020,72X446,2,14,5,*,,,*,,
2020,72X452,4,51,17,24,11,3.6,27,9.8,2.5
2020,72X455,10,129,35,54,10.5,8.4,75,9.9,7.5
2020,72X473,3,27,10,10,4,3.7,17,8.9,4.7
2020,72X477,3,32,9,12,11.5,8.2,20,9.6,5.9
2020,72X478,3,25,6,11,3.3,2.4,14,3.8,2.6
2020,72X479,2,24,9,15,7.7,3.1,9,7.2,3.5
2020,72X480,2,12,5,6,17.1,9.2,6,11.2,5.3
2020,72X495,3,27,8,11,10.1,9.8,16,9.9,8.3
2020,72X500,3,38,9,19,13,9.7,19,10.5,8.2
2020,72X505,4,58,11,26,9.3,6.3,32,5.8,4
2020,72X508,2,43,5,18,4.7,3.3,25,4.9,2.7
2020,72X509,3,32,6,11,10,5.3,21,4.6,2.3
2020,72X511,3,35,10,10,8.3,4,25,8.2,3.4
2020,72X513,3,25,6,10,8.6,8.3,15,6.8,6.4
2020,72X514,3,22,6,10,7.4,7.1,12,9.9,7.9
2020,72X517,2,30,6,11,12.6,5.6,19,6.9,4.9
2020,72X521,2,34,7,12,7.1,3.4,22,7.3,3.6
2020,72X522,3,39,14,20,10.7,3.6,19,9.6,2.9
2020,72X524,3,26,5,9,7.8,3.3,17,5.4,2.7
2020,72X525,3,42,18,13,6.3,3.9,29,5.1,3.8
2020,72X527,4,43,13,14,8.5,4.2,29,6.5,3.8
2020,72X530,3,32,9,11,8,2.8,21,5.1,2.3
2020,72X542,3,31,7,13,9,6.9,18,11.7,6.9
2020,72X543,3,17,2,9,11.4,4.1,8,4.1,3.2
2020,72X544,3,27,8,12,18.4,9.1,15,15.6,6.2
2020,72X545,2,23,10,11,8.8,4.6,12,14.4,5.9
2020,72X546,3,23,4,8,12.4,8.5,15,11.5,5.6
2020,72X548,3,38,10,13,17.1,8.3,25,11.8,5.5
2020,72X549,3,32,7,13,10.3,6.8,19,9.3,6.4
2020,72X550,3,31,8,13,6.8,5.7,18,9.1,4
2020,72X551,4,57,16,24,6,3.2,33,6.6,3.3
2020,72X557,3,23,5,10,12.5,3.4,13,10.2,4.1
2020,72X558,3,39,12,15,6.3,1.4,24,6,1.5
2020,72X561,3,31,9,12,11.2,2.9,19,8.8,2.3
2020,72X564,3,27,8,11,8,4.7,16,6.4,3.3
2020,72X565,3,31,8,14,10.9,2.8,17,7,2.1
2020,72X600,5,39,11,18,17.1,14.6,21,9.8,7.2
2020,72X670,4,32,10,13,10.9,6.8,19,10.3,6.4
2020,72X682,4,35,12,10,9,7.4,25,9,6.2
2020,72X684,3,32,9,14,13.2,9.9,18,11.8,6.8
2020,72X696,2,25,4,12,18.9,11.9,13,15.9,9.2
2020,73K122,5,31,13,18,11.8,4.7,13,13.7,3.3
2020,73K168,4,18,3,9,4.8,4.1,9,5.2,4.4
2020,73K337,3,24,5,6,11.7,6.6,18,8.5,5.9
2020,73K348,2,17,5,8,9.4,2.5,9,7.6,4.4
2020,73K350,3,14,3,*,,,*,,
2020,73K382,4,21,9,11,8.1,2.5,10,10.5,5.3
2020,73K403,3,22,14,9,4.6,3.6,13,7.3,5.3
2020,73K404,3,49,15,14,8.6,4,35,6.1,3.2
2020,73K405,14,208,49,85,13.2,10.6,123,10.1,6.8
2020,73K408,2,18,5,5,6.4,3.1,13,7.2,1.9
2020,73K409,2,39,11,12,13.7,8.1,27,12,7.7
2020,73K412,3,39,6,12,7.2,5.9,27,8.4,4.5
2020,73K419,3,36,11,18,11.4,7.6,18,12.7,6.2
2020,73K425,10,217,65,88,10.8,6.7,129,12.4,8.8
2020,73K439,2,24,3,11,12.9,9.2,13,9.4,9.1
2020,73K445,12,209,56,75,12.1,9.5,134,11,8.6
2020,73K448,2,61,22,22,10,8.2,39,8.6,6.4
2020,73K488,3,35,6,11,10.6,5.6,24,7.6,4.6
2020,73K493,3,21,7,10,7.7,4.9,11,10.6,4.7
2020,73K502,2,18,6,5,8.2,4.3,13,8.9,5.5
2020,73K504,3,15,5,6,16.6,7.3,9,14.1,8.1
2020,73K505,13,207,69,97,12.2,9.6,110,9.1,7.1
2020,73K507,3,28,7,13,10.7,6.8,15,10.5,6.4
2020,73K510,2,17,5,5,12,6,12,7,3.3
2020,73K514,2,14,6,5,13.3,6.7,9,12.6,5.7
2020,73K524,3,28,4,10,9.7,7.3,18,9.5,6.6
2020,73K525,14,209,76,83,13.6,10,126,14.3,10.3
2020,73K528,1,11,3,5,10.4,7.4,6,7.2,4.1
2020,73K531,2,22,15,7,17.7,4.4,15,14.3,6
2020,73K535,3,58,26,32,13.9,7.5,26,12.2,8
2020,73K537,4,23,17,12,9.8,6.3,11,7.7,3.5
2020,73K539,3,19,8,10,13,6.1,9,6.3,5.6
2020,73K540,12,139,27,78,12,7.6,61,9.9,7.6
2020,73K543,4,34,9,15,9.5,6,19,12.7,7.4
2020,73K545,3,36,14,20,10,9.1,16,8.7,7.2
2020,73K546,3,30,10,12,14.7,7.4,18,9,5
2020,73K547,1,21,7,9,11.7,8.9,12,11.1,6.6
2020,73K548,3,20,5,8,8.1,6.4,12,11.1,3
2020,73K549,3,30,11,14,7.6,4.4,16,7.1,5.2
2020,73K552,3,24,8,8,10.2,7.5,16,8.1,5.1
2020,73K553,2,14,5,5,20.7,3.4,9,20.7,9.8
2020,73K554,2,20,4,*,,,*,,
2020,73K555,3,36,7,13,8.4,5.4,23,8.7,6.5
2020,73K556,3,26,15,14,7,4.2,12,4.7,2.7
2020,73K563,3,46,18,18,9.6,7.1,28,13.3,4.8
2020,73K564,4,16,5,5,6.8,1.6,11,2.6,1.3
2020,73K566,2,17,8,6,12.1,8.6,11,9.5,7.4
2020,73K567,3,20,5,7,12.1,5.9,13,10.7,5.2
2020,73K569,1,23,10,6,12.4,4.5,17,6.6,2.2
2020,73K576,2,28,9,8,8.2,3.2,20,9,3
2020,73K578,2,17,4,5,10,5.4,12,10.3,6.2
2020,73K583,2,21,5,8,10,6.4,13,2.5,2.7
2020,73K586,2,42,9,20,10.1,6.8,22,8,4.2
2020,73K590,7,66,10,33,15,9.6,33,11.6,7.4
2020,73K592,2,20,3,7,6.7,2.7,13,8.9,4.9
2020,73K594,1,15,4,7,9.3,6.6,8,11.1,2.8
2020,73K595,2,22,5,8,13.3,9.2,14,14.2,5.9
2020,73K600,9,74,45,29,12.7,9,45,14.8,9.1
2020,73K611,3,35,8,18,6.8,3.6,17,4.1,2.3
2020,73K614,2,32,4,7,6.3,4.9,25,4.5,2
2020,73K615,4,51,16,30,18.3,10.9,21,12.4,8.2
2020,73K616,3,17,4,9,9.5,4.1,8,8.3,4.3
2020,73K617,3,24,5,10,5.1,3.3,14,7.3,2.2
2020,73K618,3,33,9,17,7,6.1,16,5.6,4.4
2020,73K629,3,18,10,8,9.6,6.7,10,6.5,3.2
2020,73K630,2,17,3,10,7.4,4.1,7,12.3,5.4
2020,73K633,3,27,7,10,10.4,5.1,17,11,5.4
2020,73K635,2,17,3,5,7.2,6.8,12,7.4,4.5
2020,73K637,2,26,9,11,5.2,3.9,15,4.5,2.1
2020,73K639,4,33,10,10,12.3,2.7,23,10.2,3.5
2020,73K642,3,15,7,6,11.3,4.3,9,9.4,3
2020,73K643,1,13,3,*,,,*,,
2020,73K644,5,46,10,28,5,4.1,18,6.7,4.9
2020,73K646,4,20,3,10,9.9,4.2,10,17.4,4
2020,73K659,3,23,6,8,8.8,6.1,15,5.4,3.1
2020,73K660,2,36,22,10,16.3,11.3,26,17,13.3
2020,73K661,3,33,9,8,4.5,3.2,25,4.6,1.9
2020,73K667,6,107,20,41,6.4,4.4,66,7,4.8
2020,73K670,4,48,12,20,11,6.7,28,14.2,7.6
2020,73K683,1,22,7,7,11.1,3.1,15,7.2,4.5
2020,73K684,4,62,12,22,6.9,4.5,40,7.9,4.5
2020,73K690,6,65,19,26,11.1,7.8,39,12.1,9.6
2020,73K697,2,20,6,7,14.9,8.5,13,14.5,8.8
2020,73K745,4,32,11,11,3.2,3.2,21,3.7,2
2020,73K751,3,23,2,11,8,4.2,12,13,4.2
2020,73K764,2,29,5,11,5.9,2.3,18,2.6,1.7
2020,73K765,2,16,3,9,10.7,2.7,7,11.2,3.4
2020,76K344,4,37,18,12,11,7.9,25,7.7,4.6
2020,77Q261,3,17,6,8,15,4.5,9,11.3,4.7
2020,76K410,9,123,33,45,10.1,6.9,78,11,8.9
2020,76K423,3,23,2,14,8.5,5,9,3.9,2.7
2020,76K429,2,22,4,5,10.6,8,17,5,4.7
2020,76K430,11,276,41,144,14,9.5,132,14.3,9.3
2020,76K449,4,40,8,19,7.2,4.6,21,7.3,5.1
2020,76K454,2,25,8,12,10.1,6.1,13,8.2,4.3
2020,76K455,4,36,16,14,12.7,7,22,10.7,8.1
2020,76K462,3,34,4,14,3.7,3,20,5.8,3
2020,76K463,2,17,5,7,12.6,2.9,10,14.7,5.6
2020,76K464,2,57,14,15,8.5,6.1,42,10.2,5.6
2020,76K468,3,43,13,19,9,5.7,24,7,4
2020,76K474,5,38,22,20,12.1,8.1,18,7.7,5.2
2020,76K477,3,23,4,8,18.3,11.6,15,15,7.4
2020,76K478,5,47,9,25,11.4,8.8,22,13.5,9
2020,76K483,3,31,8,10,7.6,3.4,21,8.5,4.7
2020,76K485,7,86,20,34,7.2,7.1,52,8.2,7.2
2020,76K490,14,240,68,100,11.8,10.1,140,10.5,8.2
2020,76K497,4,58,9,16,5.8,3.6,42,6.5,3.8
2020,76K498,3,39,7,22,7.9,5.1,17,9.7,5.9
2020,76K499,1,9,4,*,,,*,,
2020,76K519,4,38,12,14,10,5.9,24,6.8,4.1
2020,76K527,3,39,9,7,4.7,4.6,32,7,3.4
2020,76K529,2,17,2,8,13,7.4,9,6.8,4.3
2020,76K558,4,35,10,14,11.4,7.1,21,9,6.6
2020,76K559,3,17,6,9,16.7,7.2,8,10.7,4.5
2020,76K561,4,47,8,21,8.9,4.8,26,9,4.4
2020,76K568,2,9,3,*,,,*,,
2020,76K572,2,28,11,8,9.2,6.1,20,5.6,3.6
2020,76K605,5,53,20,26,9.1,6.3,27,6.9,5
2020,76K609,3,46,7,7,6.9,3.6,39,7.2,3.5
2020,76K610,2,34,11,14,9.6,4.6,20,8.7,2.9
2020,76K620,5,38,21,17,13.9,11.1,21,11.8,10.3
2020,76K647,2,22,5,6,8.5,7,16,6.8,2.5
2020,76K656,5,68,12,27,9.3,5.1,41,7.9,5.2
2020,76K669,3,20,4,6,8.1,3.2,14,9.8,3.1
2020,76K673,1,22,5,8,8,5.3,14,9.9,4.1
2020,76K674,3,30,10,13,8.1,4.3,17,6,2.2
2020,76K685,2,18,7,6,8,9,12,13.6,6.3
2020,76K688,2,10,3,*,,,*,,
2020,76K698,3,13,5,5,12.8,2.9,8,12.8,5.9
2020,76K728,3,13,5,*,,,*,,
2020,76R047,2,28,13,8,10.7,7.5,20,12.7,8.8
