School Name,School Type,School Level,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR,Mean Score_zscore,Percent Scoring Below 65_zscore,Percent Scoring 65 or Above_zscore,Percent Scoring 80 or Above_zscore,Percent Scoring CR_zscore,Mean_Score_within_SchoolType_zscore,Zip Code
I.S. 051 Edwin Markham,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2019,58,84.4,0.0,0.0,58.0,100.0,53.0,91.4,58.0,100.0,1.71,-1.47,1.47,2.7,1.94,1.61,10001
I.S. 061 William A Morris,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,132,66.3,52.0,39.4,80.0,60.6,5.0,3.8,46.0,34.8,0.08,-0.09,0.09,-0.67,-0.17,0.01,10001
I.S. 061 William A Morris,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,103,76.7,5.0,4.9,98.0,95.1,36.0,35.0,90.0,87.4,1.01,-1.3,1.3,0.53,1.53,0.93,10001
I.S. 061 William A Morris,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,91,77.4,5.0,5.5,86.0,94.5,40.0,44.0,79.0,86.8,1.08,-1.28,1.28,0.87,1.51,0.99,10001
I.S. 061 William A Morris,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2018,87,74.6,16.0,18.4,71.0,81.6,30.0,34.5,65.0,74.7,0.82,-0.83,0.83,0.51,1.12,0.75,10001
I.S. 061 William A Morris,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2019,86,77.5,7.0,8.1,79.0,91.9,41.0,47.7,71.0,82.6,1.08,-1.19,1.19,1.02,1.37,1.0,10001
Marsh Avenue School for Expeditionary Learning,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,30,78.7,0.0,0.0,30.0,100.0,9.0,30.0,30.0,100.0,1.19,-1.47,1.47,0.33,1.94,1.11,10001
Marsh Avenue School for Expeditionary Learning,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,33,87.5,0.0,0.0,33.0,100.0,31.0,93.9,33.0,100.0,1.99,-1.47,1.47,2.79,1.94,1.89,10001
Marsh Avenue School for Expeditionary Learning,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,30,88.7,0.0,0.0,30.0,100.0,30.0,100.0,30.0,100.0,2.09,-1.47,1.47,3.03,1.94,1.99,10001
New Dorp High School,General Academic,High school,Geometry,2016,44,63.4,26.0,59.1,18.0,40.9,1.0,2.3,1.0,2.3,-0.18,0.6,-0.6,-0.73,-1.22,-0.25,10001
Marsh Avenue School for Expeditionary Learning,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2018,33,88.6,0.0,0.0,33.0,100.0,32.0,97.0,33.0,100.0,2.08,-1.47,1.47,2.91,1.94,1.99,10001
Marsh Avenue School for Expeditionary Learning,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2019,33,88.4,0.0,0.0,33.0,100.0,33.0,100.0,33.0,100.0,2.07,-1.47,1.47,3.03,1.94,1.97,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Algebra2/Trigonometry,2015,54,56.9,35.0,64.8,19.0,35.2,4.0,7.4,4.0,7.4,-0.77,0.8,-0.8,-0.53,-1.06,-0.82,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra,2015,193,62.0,95.0,49.2,98.0,50.8,0.0,0.0,26.0,13.5,-0.31,0.25,-0.25,-0.82,-0.86,-0.37,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Geometry,2015,48,60.8,28.0,58.3,20.0,41.7,1.0,2.1,8.0,16.7,-0.42,0.57,-0.57,-0.74,-0.75,-0.48,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,English,2015,126,77.4,14.0,11.1,112.0,88.9,63.0,50.0,84.0,66.7,1.08,-1.08,1.08,1.1,0.86,0.99,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Geometry,2015,54,71.7,16.0,29.6,38.0,70.4,15.0,27.8,15.0,27.8,0.56,-0.43,0.43,0.25,-0.4,0.49,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Integrated Algebra,2015,132,69.2,35.0,26.5,97.0,73.5,17.0,12.9,17.0,12.9,0.34,-0.54,0.54,-0.32,-0.88,0.27,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Algebra2/Trigonometry,2016,28,55.6,17.0,60.7,11.0,39.3,3.0,10.7,3.0,10.7,-0.89,0.65,-0.65,-0.41,-0.95,-0.94,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra,2016,130,67.9,45.0,34.6,85.0,65.4,13.0,10.0,62.0,47.7,0.22,-0.26,0.26,-0.43,0.25,0.15,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra2,2016,19,64.4,8.0,42.1,11.0,57.9,0.0,0.0,11.0,57.9,-0.09,0.0,-0.0,-0.82,0.58,-0.16,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core English,2016,105,82.9,3.0,2.9,102.0,97.1,71.0,67.6,84.0,80.0,1.57,-1.37,1.37,1.78,1.29,1.48,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Geometry,2016,76,59.9,47.0,61.8,29.0,38.2,2.0,2.6,14.0,18.4,-0.5,0.69,-0.69,-0.72,-0.7,-0.56,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,English,2016,6,75.8,1.0,16.7,5.0,83.3,4.0,66.7,4.0,66.7,0.93,-0.88,0.88,1.75,0.86,0.85,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Integrated Algebra,2016,6,75.3,0.0,0.0,6.0,100.0,3.0,50.0,3.0,50.0,0.89,-1.47,1.47,1.1,0.32,0.81,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra,2017,124,69.0,34.0,27.4,90.0,72.6,25.0,20.2,68.0,54.8,0.32,-0.51,0.51,-0.04,0.48,0.25,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra2,2017,34,63.4,17.0,50.0,17.0,50.0,1.0,2.9,17.0,50.0,-0.18,0.28,-0.28,-0.71,0.32,-0.25,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core English,2017,115,85.1,2.0,1.7,113.0,98.3,90.0,78.3,98.0,85.2,1.77,-1.41,1.41,2.19,1.46,1.68,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Geometry,2017,51,66.7,22.0,43.1,29.0,56.9,4.0,7.8,18.0,35.3,0.11,0.04,-0.04,-0.52,-0.15,0.05,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra,2018,131,66.7,47.0,35.9,84.0,64.1,21.0,16.0,67.0,51.1,0.11,-0.21,0.21,-0.2,0.36,0.05,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra2,2018,32,70.6,8.0,25.0,24.0,75.0,5.0,15.6,24.0,75.0,0.46,-0.59,0.59,-0.22,1.13,0.39,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core English,2018,93,81.5,8.0,8.6,85.0,91.4,68.0,73.1,75.0,80.6,1.45,-1.17,1.17,1.99,1.31,1.36,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Geometry,2018,85,58.1,48.0,56.5,37.0,43.5,7.0,8.2,29.0,34.1,-0.66,0.51,-0.51,-0.5,-0.19,-0.72,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra,2019,122,69.8,37.0,30.3,85.0,69.7,35.0,28.7,73.0,59.8,0.39,-0.41,0.41,0.28,0.64,0.32,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Algebra2,2019,30,73.6,3.0,10.0,27.0,90.0,5.0,16.7,27.0,90.0,0.73,-1.12,1.12,-0.18,1.61,0.66,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core English,2019,100,79.6,9.0,9.0,91.0,91.0,60.0,60.0,73.0,73.0,1.27,-1.15,1.15,1.49,1.06,1.19,10001
Gaynor McCown Expeditionary Learning School,General Academic,High school,Common Core Geometry,2019,121,59.4,69.0,57.0,52.0,43.0,7.0,5.8,32.0,26.4,-0.55,0.52,-0.52,-0.6,-0.44,-0.6,10001
I.S. 072 Rocco Laurie,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,150,75.4,3.0,2.0,147.0,98.0,31.0,20.7,126.0,84.0,0.9,-1.4,1.4,-0.02,1.42,0.82,10001
I.S. 072 Rocco Laurie,General Academic,Junior High-Intermediate-Middle,Integrated Algebra,2015,149,84.5,0.0,0.0,149.0,100.0,123.0,82.6,123.0,82.6,1.72,-1.47,1.47,2.36,1.37,1.62,10001
I.S. 072 Rocco Laurie,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,130,81.6,0.0,0.0,130.0,100.0,96.0,73.8,124.0,95.4,1.45,-1.47,1.47,2.02,1.79,1.37,10001
I.S. 072 Rocco Laurie,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,123,83.0,1.0,0.8,122.0,99.2,100.0,81.3,122.0,99.2,1.58,-1.44,1.44,2.31,1.91,1.49,10001
I.S. 072 Rocco Laurie,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2018,118,85.6,0.0,0.0,118.0,100.0,102.0,86.4,118.0,100.0,1.81,-1.47,1.47,2.5,1.94,1.72,10001
I.S. 072 Rocco Laurie,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2019,112,83.8,0.0,0.0,112.0,100.0,92.0,82.1,112.0,100.0,1.65,-1.47,1.47,2.34,1.94,1.56,10001
I.S. 075 Frank D. Paulo,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,90,78.6,0.0,0.0,90.0,100.0,28.0,31.1,87.0,96.7,1.18,-1.47,1.47,0.38,1.83,1.1,10001
I.S. 075 Frank D. Paulo,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,95,85.5,0.0,0.0,95.0,100.0,81.0,85.3,95.0,100.0,1.81,-1.47,1.47,2.46,1.94,1.71,10001
I.S. 075 Frank D. Paulo,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,101,86.4,0.0,0.0,101.0,100.0,98.0,97.0,101.0,100.0,1.89,-1.47,1.47,2.91,1.94,1.79,10001
I.S. 075 Frank D. Paulo,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2018,99,88.0,0.0,0.0,99.0,100.0,97.0,98.0,99.0,100.0,2.03,-1.47,1.47,2.95,1.94,1.93,10001
I.S. 075 Frank D. Paulo,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2019,148,89.6,0.0,0.0,148.0,100.0,145.0,98.0,148.0,100.0,2.17,-1.47,1.47,2.95,1.94,2.07,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Algebra2/Trigonometry,2015,120,55.5,78.0,65.0,42.0,35.0,11.0,9.2,11.0,9.2,-0.9,0.8,-0.8,-0.47,-1.0,-0.95,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra,2015,190,58.5,110.0,57.9,80.0,42.1,2.0,1.1,28.0,14.7,-0.63,0.55,-0.55,-0.78,-0.82,-0.68,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Geometry,2015,107,61.3,63.0,58.9,44.0,41.1,3.0,2.8,28.0,26.2,-0.37,0.59,-0.59,-0.71,-0.45,-0.43,10001
The Michael J. Petrides School,General Academic,K-12 all grades,English,2015,113,79.1,12.0,10.6,101.0,89.4,68.0,60.2,82.0,72.6,1.23,-1.1,1.1,1.5,1.05,1.14,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Geometry,2015,115,66.7,45.0,39.1,70.0,60.9,9.0,7.8,9.0,7.8,0.11,-0.1,0.1,-0.52,-1.04,0.05,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Integrated Algebra,2015,118,68.3,36.0,30.5,82.0,69.5,30.0,25.4,30.0,25.4,0.26,-0.4,0.4,0.16,-0.47,0.19,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Algebra2/Trigonometry,2016,116,49.2,97.0,83.6,19.0,16.4,3.0,2.6,3.0,2.6,-1.46,1.45,-1.45,-0.72,-1.21,-1.51,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra,2016,242,64.9,116.0,47.9,126.0,52.1,33.0,13.6,98.0,40.5,-0.05,0.21,-0.21,-0.3,0.01,-0.11,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra2,2016,76,55.2,55.0,72.4,21.0,27.6,0.0,0.0,21.0,27.6,-0.92,1.06,-1.06,-0.82,-0.4,-0.97,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core English,2016,119,83.3,7.0,5.9,112.0,94.1,87.0,73.1,96.0,80.7,1.61,-1.26,1.26,1.99,1.31,1.52,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Geometry,2016,104,59.5,60.0,57.7,44.0,42.3,4.0,3.8,27.0,26.0,-0.54,0.55,-0.55,-0.67,-0.45,-0.59,10001
The Michael J. Petrides School,General Academic,K-12 all grades,English,2016,18,59.4,9.0,50.0,9.0,50.0,2.0,11.1,4.0,22.2,-0.55,0.28,-0.28,-0.39,-0.58,-0.6,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Geometry,2016,16,56.0,13.0,81.3,3.0,18.8,0.0,0.0,0.0,0.0,-0.85,1.37,-1.37,-0.82,-1.29,-0.9,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Integrated Algebra,2016,31,61.2,15.0,48.4,16.0,51.6,2.0,6.5,2.0,6.5,-0.38,0.22,-0.22,-0.57,-1.08,-0.44,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Algebra2/Trigonometry,2017,26,42.0,25.0,96.2,1.0,3.8,0.0,0.0,0.0,0.0,-2.11,1.89,-1.89,-0.82,-1.29,-2.14,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra,2017,233,68.1,79.0,33.9,154.0,66.1,43.0,18.5,118.0,50.6,0.24,-0.28,0.28,-0.11,0.34,0.17,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra2,2017,72,60.0,42.0,58.3,30.0,41.7,1.0,1.4,30.0,41.7,-0.49,0.57,-0.57,-0.77,0.05,-0.55,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core English,2017,120,80.3,16.0,13.3,104.0,86.7,81.0,67.5,90.0,75.0,1.34,-1.0,1.0,1.78,1.13,1.25,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Geometry,2017,146,59.2,96.0,65.8,50.0,34.2,5.0,3.4,27.0,18.5,-0.56,0.83,-0.83,-0.69,-0.7,-0.62,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra,2018,214,65.3,97.0,45.3,117.0,54.7,30.0,14.0,95.0,44.4,-0.01,0.11,-0.11,-0.28,0.14,-0.08,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra2,2018,71,65.6,29.0,40.8,42.0,59.2,8.0,11.3,42.0,59.2,0.01,-0.04,0.04,-0.38,0.62,-0.05,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core English,2018,123,79.2,18.0,14.6,105.0,85.4,75.0,61.0,84.0,68.3,1.24,-0.96,0.96,1.53,0.91,1.15,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Geometry,2018,122,64.6,59.0,48.4,63.0,51.6,17.0,13.9,48.0,39.3,-0.08,0.22,-0.22,-0.28,-0.02,-0.14,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra,2019,217,68.3,84.0,38.7,133.0,61.3,57.0,26.3,109.0,50.2,0.26,-0.12,0.12,0.19,0.33,0.19,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Algebra2,2019,86,67.2,30.0,34.9,56.0,65.1,10.0,11.6,56.0,65.1,0.16,-0.25,0.25,-0.37,0.81,0.09,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core English,2019,122,78.9,21.0,17.2,101.0,82.8,72.0,59.0,89.0,73.0,1.21,-0.87,0.87,1.45,1.06,1.13,10001
The Michael J. Petrides School,General Academic,K-12 all grades,Common Core Geometry,2019,111,66.8,44.0,39.6,67.0,60.4,21.0,18.9,54.0,48.6,0.12,-0.08,0.08,-0.09,0.28,0.05,10001
New Dorp High School,General Academic,High school,Algebra2/Trigonometry,2015,305,58.1,183.0,60.0,122.0,40.0,33.0,10.8,33.0,10.8,-0.66,0.63,-0.63,-0.4,-0.95,-0.72,10001
New Dorp High School,General Academic,High school,Common Core Algebra,2015,673,61.7,328.0,48.7,345.0,51.3,10.0,1.5,162.0,24.1,-0.34,0.23,-0.23,-0.76,-0.52,-0.4,10001
New Dorp High School,General Academic,High school,Common Core English,2015,614,64.8,250.0,40.7,364.0,59.3,175.0,28.5,248.0,40.4,-0.06,-0.05,0.05,0.28,0.01,-0.12,10001
New Dorp High School,General Academic,High school,Common Core Geometry,2015,414,54.7,319.0,77.1,95.0,22.9,7.0,1.7,52.0,12.6,-0.97,1.23,-1.23,-0.75,-0.89,-1.02,10001
New Dorp High School,General Academic,High school,English,2015,764,74.4,152.0,19.9,612.0,80.1,328.0,42.9,448.0,58.6,0.81,-0.77,0.77,0.83,0.6,0.73,10001
New Dorp High School,General Academic,High school,Geometry,2015,642,66.3,256.0,39.9,386.0,60.1,117.0,18.2,117.0,18.2,0.08,-0.07,0.07,-0.12,-0.71,0.01,10001
New Dorp High School,General Academic,High school,Integrated Algebra,2015,566,67.2,192.0,33.9,374.0,66.1,75.0,13.3,75.0,13.3,0.16,-0.28,0.28,-0.31,-0.86,0.09,10001
New Dorp High School,General Academic,High school,Algebra2/Trigonometry,2016,392,59.4,233.0,59.4,159.0,40.6,61.0,15.6,61.0,15.6,-0.55,0.61,-0.61,-0.22,-0.79,-0.6,10001
New Dorp High School,General Academic,High school,Common Core Algebra,2016,957,67.0,325.0,34.0,632.0,66.0,121.0,12.6,433.0,45.2,0.14,-0.28,0.28,-0.33,0.17,0.07,10001
New Dorp High School,General Academic,High school,Common Core Algebra2,2016,281,58.5,182.0,64.8,99.0,35.2,4.0,1.4,99.0,35.2,-0.63,0.8,-0.8,-0.77,-0.16,-0.68,10001
New Dorp High School,General Academic,High school,Common Core English,2016,108,61.0,45.0,41.7,63.0,58.3,22.0,20.4,31.0,28.7,-0.4,-0.01,0.01,-0.03,-0.37,-0.46,10001
New Dorp High School,General Academic,High school,Common Core Geometry,2016,528,63.5,235.0,44.5,293.0,55.5,37.0,7.0,196.0,37.1,-0.18,0.09,-0.09,-0.55,-0.1,-0.24,10001
New Dorp High School,General Academic,High school,Integrated Algebra,2016,20,64.3,9.0,45.0,11.0,55.0,2.0,10.0,2.0,10.0,-0.1,0.1,-0.1,-0.43,-0.97,-0.17,10001
New Dorp High School,General Academic,High school,Algebra2/Trigonometry,2017,68,57.4,47.0,69.1,21.0,30.9,6.0,8.8,6.0,8.8,-0.73,0.95,-0.95,-0.48,-1.01,-0.78,10001
New Dorp High School,General Academic,High school,Common Core Algebra,2017,866,68.2,272.0,31.4,594.0,68.6,162.0,18.7,461.0,53.2,0.25,-0.37,0.37,-0.1,0.42,0.18,10001
New Dorp High School,General Academic,High school,Common Core Algebra2,2017,323,70.6,70.0,21.7,253.0,78.3,50.0,15.5,253.0,78.3,0.46,-0.71,0.71,-0.22,1.23,0.39,10001
New Dorp High School,General Academic,High school,Common Core English,2017,1392,78.9,169.0,12.1,1223.0,87.9,891.0,64.0,1011.0,72.6,1.21,-1.05,1.05,1.64,1.05,1.13,10001
New Dorp High School,General Academic,High school,Common Core Geometry,2017,752,61.9,408.0,54.3,344.0,45.7,43.0,5.7,211.0,28.1,-0.32,0.43,-0.43,-0.6,-0.39,-0.38,10001
New Dorp High School,General Academic,High school,Common Core Algebra,2018,776,66.5,300.0,38.7,476.0,61.3,130.0,16.8,387.0,49.9,0.09,-0.12,0.12,-0.17,0.32,0.03,10001
New Dorp High School,General Academic,High school,Common Core Algebra2,2018,323,72.3,56.0,17.3,267.0,82.7,76.0,23.5,267.0,82.7,0.62,-0.86,0.86,0.08,1.38,0.54,10001
New Dorp High School,General Academic,High school,Common Core English,2018,833,74.3,157.0,18.8,676.0,81.2,404.0,48.5,508.0,61.0,0.8,-0.81,0.81,1.05,0.68,0.72,10001
New Dorp High School,General Academic,High school,Common Core Geometry,2018,782,63.1,344.0,44.0,438.0,56.0,73.0,9.3,288.0,36.8,-0.21,0.07,-0.07,-0.46,-0.11,-0.27,10001
New Dorp High School,General Academic,High school,Common Core Algebra,2019,772,67.2,277.0,35.9,495.0,64.1,155.0,20.1,401.0,51.9,0.16,-0.21,0.21,-0.05,0.38,0.09,10001
New Dorp High School,General Academic,High school,Common Core Algebra2,2019,388,72.9,63.0,16.2,325.0,83.8,100.0,25.8,325.0,83.8,0.67,-0.9,0.9,0.17,1.41,0.59,10001
New Dorp High School,General Academic,High school,Common Core English,2019,858,76.0,128.0,14.9,730.0,85.1,437.0,50.9,549.0,64.0,0.95,-0.95,0.95,1.14,0.77,0.87,10001
New Dorp High School,General Academic,High school,Common Core Geometry,2019,729,64.6,346.0,47.5,383.0,52.5,111.0,15.2,291.0,39.9,-0.08,0.19,-0.19,-0.23,-0.01,-0.14,10001
Port Richmond High School,General Academic,High school,Algebra2/Trigonometry,2015,136,57.9,83.0,61.0,53.0,39.0,21.0,15.4,21.0,15.4,-0.68,0.66,-0.66,-0.23,-0.8,-0.73,10301
Port Richmond High School,General Academic,High school,Common Core Algebra,2015,429,59.0,275.0,64.1,154.0,35.9,2.0,0.5,55.0,12.8,-0.58,0.77,-0.77,-0.8,-0.88,-0.64,10301
Port Richmond High School,General Academic,High school,Common Core English,2015,344,68.5,115.0,33.4,229.0,66.6,102.0,29.7,151.0,43.9,0.27,-0.3,0.3,0.32,0.12,0.2,10301
Port Richmond High School,General Academic,High school,Common Core Geometry,2015,221,57.1,155.0,70.1,66.0,29.9,11.0,5.0,41.0,18.6,-0.75,0.98,-0.98,-0.63,-0.69,-0.81,10301
Port Richmond High School,General Academic,High school,English,2015,365,67.9,98.0,26.8,267.0,73.2,78.0,21.4,150.0,41.1,0.22,-0.53,0.53,0.0,0.03,0.15,10301
Port Richmond High School,General Academic,High school,Geometry,2015,326,60.3,188.0,57.7,138.0,42.3,21.0,6.4,21.0,6.4,-0.46,0.55,-0.55,-0.57,-1.09,-0.52,10301
Port Richmond High School,General Academic,High school,Integrated Algebra,2015,294,65.4,120.0,40.8,174.0,59.2,30.0,10.2,30.0,10.2,-0.0,-0.04,0.04,-0.43,-0.96,-0.07,10301
Port Richmond High School,General Academic,High school,Algebra2/Trigonometry,2016,183,49.3,145.0,79.2,38.0,20.8,7.0,3.8,7.0,3.8,-1.45,1.3,-1.3,-0.67,-1.17,-1.5,10301
Port Richmond High School,General Academic,High school,Common Core Algebra,2016,384,64.8,158.0,41.1,226.0,58.9,28.0,7.3,139.0,36.2,-0.06,-0.03,0.03,-0.54,-0.12,-0.12,10301
Port Richmond High School,General Academic,High school,Common Core Algebra2,2016,182,60.7,102.0,56.0,80.0,44.0,10.0,5.5,80.0,44.0,-0.43,0.49,-0.49,-0.61,0.13,-0.49,10301
Port Richmond High School,General Academic,High school,Common Core English,2016,514,68.4,141.0,27.4,373.0,72.6,167.0,32.5,239.0,46.5,0.27,-0.51,0.51,0.43,0.21,0.2,10301
Port Richmond High School,General Academic,High school,Common Core Geometry,2016,323,53.2,256.0,79.3,67.0,20.7,6.0,1.9,37.0,11.5,-1.1,1.3,-1.3,-0.75,-0.92,-1.15,10301
Port Richmond High School,General Academic,High school,English,2016,80,61.5,37.0,46.3,43.0,53.8,9.0,11.3,18.0,22.5,-0.36,0.15,-0.15,-0.38,-0.57,-0.42,10301
Port Richmond High School,General Academic,High school,Geometry,2016,20,48.5,18.0,90.0,2.0,10.0,0.0,0.0,0.0,0.0,-1.53,1.68,-1.68,-0.82,-1.29,-1.57,10301
Port Richmond High School,General Academic,High school,Integrated Algebra,2016,101,63.7,46.0,45.5,55.0,54.5,23.0,22.8,23.0,22.8,-0.16,0.12,-0.12,0.06,-0.56,-0.22,10301
Port Richmond High School,General Academic,High school,Algebra2/Trigonometry,2017,7,50.7,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33,2.03,-2.03,-0.82,-1.29,-1.37,10301
Port Richmond High School,General Academic,High school,Common Core Algebra,2017,628,68.7,166.0,26.4,462.0,73.6,88.0,14.0,346.0,55.1,0.29,-0.55,0.55,-0.28,0.49,0.22,10301
Port Richmond High School,General Academic,High school,Common Core Algebra2,2017,164,65.1,67.0,40.9,97.0,59.1,12.0,7.3,97.0,59.1,-0.03,-0.04,0.04,-0.54,0.61,-0.1,10301
Port Richmond High School,General Academic,High school,Common Core English,2017,531,71.5,132.0,24.9,399.0,75.1,242.0,45.6,297.0,55.9,0.54,-0.6,0.6,0.93,0.51,0.47,10301
Port Richmond High School,General Academic,High school,Common Core Geometry,2017,217,60.1,136.0,62.7,81.0,37.3,8.0,3.7,55.0,25.3,-0.48,0.72,-0.72,-0.68,-0.48,-0.54,10301
Port Richmond High School,General Academic,High school,Common Core Algebra,2018,752,63.7,332.0,44.1,420.0,55.9,76.0,10.1,302.0,40.2,-0.16,0.07,-0.07,-0.43,0.0,-0.22,10301
Port Richmond High School,General Academic,High school,Common Core Algebra2,2018,121,68.9,33.0,27.3,88.0,72.7,24.0,19.8,88.0,72.7,0.31,-0.51,0.51,-0.06,1.05,0.24,10301
Port Richmond High School,General Academic,High school,Common Core English,2018,554,65.9,190.0,34.3,364.0,65.7,170.0,30.7,220.0,39.7,0.04,-0.27,0.27,0.36,-0.01,-0.03,10301
Port Richmond High School,General Academic,High school,Common Core Geometry,2018,316,60.4,177.0,56.0,139.0,44.0,39.0,12.3,105.0,33.2,-0.46,0.49,-0.49,-0.35,-0.22,-0.51,10301
Port Richmond High School,General Academic,High school,Common Core Algebra,2019,588,60.7,338.0,57.5,250.0,42.5,47.0,8.0,171.0,29.1,-0.43,0.54,-0.54,-0.51,-0.35,-0.49,10301
Port Richmond High School,General Academic,High school,Common Core Algebra2,2019,174,62.9,80.0,46.0,94.0,54.0,16.0,9.2,94.0,54.0,-0.23,0.14,-0.14,-0.47,0.45,-0.29,10301
Port Richmond High School,General Academic,High school,Common Core English,2019,517,69.1,155.0,30.0,362.0,70.0,187.0,36.2,244.0,47.2,0.33,-0.42,0.42,0.57,0.23,0.26,10301
Port Richmond High School,General Academic,High school,Common Core Geometry,2019,391,51.4,309.0,79.0,82.0,21.0,6.0,1.5,50.0,12.8,-1.27,1.29,-1.29,-0.76,-0.88,-1.31,10301
Curtis High School,General Academic,High school,Algebra2/Trigonometry,2015,358,54.5,236.0,65.9,122.0,34.1,39.0,10.9,39.0,10.9,-0.99,0.83,-0.83,-0.4,-0.94,-1.04,10001
Curtis High School,General Academic,High school,Common Core Algebra,2015,588,59.4,379.0,64.5,209.0,35.5,2.0,0.3,71.0,12.1,-0.55,0.79,-0.79,-0.81,-0.9,-0.6,10001
Curtis High School,General Academic,High school,Common Core English,2015,594,74.8,146.0,24.6,448.0,75.4,279.0,47.0,364.0,61.3,0.84,-0.61,0.61,0.99,0.69,0.76,10001
Curtis High School,General Academic,High school,Common Core Geometry,2015,361,57.7,255.0,70.6,106.0,29.4,18.0,5.0,70.0,19.4,-0.7,1.0,-1.0,-0.63,-0.67,-0.75,10001
